,2.0,1.0,4.0
realRelReleaseTimes,"{0: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 1: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 2: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 3: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 4: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}}","{0: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 1: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 2: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 3: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 4: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}}","{0: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 1: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 2: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 3: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}, 4: {'kw_stat': nan, 'p_value': nan, 'effect_size': nan, 'dunn_result': None}}"
