,0
Intercept,0.7605554083021473
target_F0,-0.007847866984347557
past_trial_catch,-0.004156570623067285
trial_no_,0.0003839560149720671
talker,-0.07626678737804761
side_of_audio,0.05647542285914799
precursor_equals_target_F0,-0.04716905232939091
target_time,-0.024202715093463185
past_resp__correct,-0.0011939564355533164
Group Var,0.07853269089874104
F1702,0.07911991798130767
F1815,0.027933734318248627
F1803,0.05408808451586827
F2002,-0.04083288527486758
F2105,-0.12030885154067608
