,0
Intercept,0.6116185519197609
talker,-0.207133446219125
side,0.1836099108872707
precur_and_targ_same,0.012487919111010343
targTimes,0.013381369563470524
pastcorrectresp,0.03522294740603935
pastcatchtrial,0.030013565090099188
pitchoftarg,-0.006257486288505555
Group Var,0.03336910194361828
F1702,0.081682723700661
F1815,-0.06655831942700857
F1803,-0.08594864386310552
F2002,-0.0182654409891767
F2105,0.08908968057859376
