,mse_test,mse_train,mean_mse_train,mean_mse_test,mae_test,mae_train,mean_mae_train,mean_mae_test,r2_test,r2_train,mean_r2_train,mean_r2_test
0,-0.10582217050844007,-0.09136549378317468,-0.09176978304478695,-0.10205027950213037,-0.1215107836058699,-0.13504120517074064,-0.1403063347829763,-0.14429096320552443,0.07056633969774939,0.018433679351744003,0.03619777466177265,-0.0946894468646731
1,-0.09290259923792,-0.09721256553213597,-0.09176978304478695,-0.10205027950213037,-0.1361802802425633,-0.14753854470123928,-0.1403063347829763,-0.14429096320552443,-0.30198696910666456,0.05322191747150706,0.03619777466177265,-0.0946894468646731
2,-0.10399054701306372,-0.08788557816302248,-0.09176978304478695,-0.10205027950213037,-0.1674883299960946,-0.13831917146683925,-0.1403063347829763,-0.14429096320552443,0.00016184469839231053,0.042517816058999625,0.03619777466177265,-0.0946894468646731
3,-0.11112817250908576,-0.08595288051421919,-0.09176978304478695,-0.10205027950213037,-0.14497839348598263,-0.13558040781384706,-0.1403063347829763,-0.14429096320552443,-0.09659602250314925,0.04780930072661127,0.03619777466177265,-0.0946894468646731
4,-0.09640790824214228,-0.09643239723138242,-0.09176978304478695,-0.10205027950213037,-0.15129702869711176,-0.14505234476221526,-0.1403063347829763,-0.14429096320552443,-0.14559242710969333,0.0190061597000013,0.03619777466177265,-0.0946894468646731
