,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,talker
0,control,inter,0.8280348669071881,0.8822744682577385,-0.05423960135055039,0.03897547990014745,-1.391633957798816,0.3756487080082478,-0.714922163231436,1.0
1,control,intra,0.8280348669071881,0.873838527906748,-0.0458036609995599,0.03897547990014745,-1.175191713274751,0.4892676164332722,-0.6126253926467998,1.0
2,inter,intra,0.8822744682577385,0.873838527906748,0.00843594035099049,0.03897547990014745,0.21644224452406485,0.9745593566859467,0.16482768311251902,1.0
0,control,inter,0.8201290749425401,0.7508238825171637,0.06930519242537636,0.03243514078614307,2.136731666507361,0.12386172525539796,1.0450705410058945,2.0
1,control,intra,0.8201290749425401,0.7658811408819511,0.05424793406058892,0.03243514078614307,1.6725049667046523,0.2551131617691643,1.3948912988727644,2.0
2,inter,intra,0.7508238825171637,0.7658811408819511,-0.01505725836478744,0.03243514078614307,-0.464226699802709,0.8890575438883874,-0.24551353778797258,2.0
